count 	 data 	 target 	 output 
15287	tensor([0.0213, 0.5736, 0.1394])	tensor([1.])	tensor([1.])
15288	tensor([0.0000, 0.0195, 0.0010])	tensor([0.])	tensor([0.])
15289	tensor([0.0000, 0.0043, 0.0355])	tensor([0.])	tensor([0.])
15290	tensor([1.2500e-01, 9.7479e-01, 1.2068e-05])	tensor([0.])	tensor([0.])
15291	tensor([0.0000e+00, 0.0000e+00, 9.6543e-05])	tensor([0.])	tensor([0.])
15292	tensor([0.0216, 0.6529, 0.0355])	tensor([1.])	tensor([1.])
15293	tensor([0.0000e+00, 1.3532e-03, 4.0226e-06])	tensor([0.])	tensor([0.])
15294	tensor([0.0328, 0.1503, 0.2147])	tensor([1.])	tensor([1.])
15295	tensor([0.0102, 0.2807, 0.2275])	tensor([1.])	tensor([1.])
15296	tensor([0.0000, 0.0174, 0.0000])	tensor([0.])	tensor([0.])
15297	tensor([0.0060, 0.4819, 0.0577])	tensor([1.])	tensor([1.])
15298	tensor([0.0065, 0.4894, 0.0032])	tensor([1.])	tensor([1.])
15299	tensor([0.0667, 0.7615, 0.0355])	tensor([1.])	tensor([1.])
15300	tensor([0.0136, 0.3747, 0.0015])	tensor([1.])	tensor([1.])
15301	tensor([0.0000, 0.0205, 0.0187])	tensor([0.])	tensor([0.])
15302	tensor([6.4748e-02, 7.2846e-01, 1.0057e-04])	tensor([1.])	tensor([1.])
15303	tensor([0.0000, 0.0078, 0.0014])	tensor([0.])	tensor([0.])
15304	tensor([6.0241e-03, 1.4126e-01, 8.0452e-06])	tensor([1.])	tensor([1.])
15305	tensor([0.0000, 0.0376, 0.0187])	tensor([0.])	tensor([0.])
15306	tensor([0.0000, 0.1071, 0.0007])	tensor([1.])	tensor([0.])
15307	tensor([0.0063, 0.2230, 0.0030])	tensor([1.])	tensor([1.])
15308	tensor([0.0000, 0.0543, 0.0187])	tensor([0.])	tensor([0.])
15309	tensor([0.0130, 0.1170, 0.1394])	tensor([1.])	tensor([1.])
15310	tensor([0.0154, 0.5227, 0.0577])	tensor([1.])	tensor([1.])
15311	tensor([0.0000, 0.2532, 0.0577])	tensor([1.])	tensor([1.])
15312	tensor([0.0000, 0.1274, 0.2147])	tensor([1.])	tensor([0.])
15313	tensor([0.0000, 0.0052, 0.0592])	tensor([0.])	tensor([0.])
15314	tensor([0.0267, 0.1078, 0.0110])	tensor([1.])	tensor([1.])
15315	tensor([0.0000, 0.0479, 0.2147])	tensor([0.])	tensor([0.])
15316	tensor([0.3333, 0.9968, 0.1394])	tensor([1.])	tensor([0.])
15317	tensor([0.0633, 0.3282, 0.2147])	tensor([1.])	tensor([1.])
15318	tensor([0.1200, 0.1966, 0.2147])	tensor([1.])	tensor([1.])
15319	tensor([0.0000, 0.1069, 0.0355])	tensor([0.])	tensor([0.])
15320	tensor([0.0060, 0.1276, 0.2147])	tensor([1.])	tensor([1.])
15321	tensor([0.0457, 0.5228, 0.2275])	tensor([1.])	tensor([1.])
15322	tensor([0.0066, 0.0415, 0.0039])	tensor([1.])	tensor([1.])
15323	tensor([0.0000, 0.0448, 0.0031])	tensor([0.])	tensor([0.])
15324	tensor([0.0000, 0.0234, 0.2147])	tensor([0.])	tensor([0.])
15325	tensor([0.0000e+00, 3.4132e-02, 6.4362e-05])	tensor([1.])	tensor([0.])
15326	tensor([0.0000, 0.0591, 0.2147])	tensor([1.])	tensor([0.])
15327	tensor([0.0328, 0.7069, 0.0023])	tensor([1.])	tensor([1.])
15328	tensor([0.0272, 0.5020, 0.0355])	tensor([1.])	tensor([1.])
15329	tensor([0.0270, 0.7586, 0.1394])	tensor([1.])	tensor([1.])
15330	tensor([0.0079, 0.2376, 0.2147])	tensor([1.])	tensor([1.])
15331	tensor([0.0909, 0.9231, 0.1394])	tensor([0.])	tensor([0.])
15332	tensor([0.0000, 0.0176, 0.2147])	tensor([0.])	tensor([0.])
15333	tensor([0.0894, 0.7775, 0.2275])	tensor([1.])	tensor([1.])
15334	tensor([0.0229, 0.3228, 0.0042])	tensor([1.])	tensor([1.])
15335	tensor([0.0664, 0.4760, 0.2147])	tensor([1.])	tensor([1.])
15336	tensor([0.0000, 0.1445, 0.2147])	tensor([1.])	tensor([1.])
15337	tensor([0.0081, 0.5900, 0.0041])	tensor([1.])	tensor([1.])
15338	tensor([0.0079, 0.4665, 0.2275])	tensor([1.])	tensor([1.])
15339	tensor([0.0129, 0.2457, 0.0592])	tensor([1.])	tensor([1.])
15340	tensor([0.0000, 0.1966, 0.0196])	tensor([0.])	tensor([0.])
15341	tensor([0.0000, 0.0085, 0.0333])	tensor([0.])	tensor([0.])
15342	tensor([0.0000, 0.0062, 0.2147])	tensor([0.])	tensor([0.])
15343	tensor([0.0000, 0.1726, 0.0592])	tensor([1.])	tensor([0.])
15344	tensor([0.0117, 0.3226, 0.2147])	tensor([1.])	tensor([1.])
15345	tensor([0.0000, 0.0042, 0.1394])	tensor([0.])	tensor([0.])
15346	tensor([0.0000, 0.0021, 0.0015])	tensor([0.])	tensor([0.])
15347	tensor([0.0304, 0.2847, 0.2147])	tensor([1.])	tensor([1.])
15348	tensor([0.0732, 0.7355, 0.2275])	tensor([1.])	tensor([1.])
15349	tensor([0.0069, 0.1349, 0.0006])	tensor([1.])	tensor([1.])
15350	tensor([0.0000, 0.1226, 0.0050])	tensor([0.])	tensor([0.])
15351	tensor([0.0000, 0.0553, 0.0592])	tensor([0.])	tensor([0.])
15352	tensor([0.0000, 0.0003, 0.0003])	tensor([0.])	tensor([0.])
15353	tensor([0.0005, 0.0068, 0.2147])	tensor([1.])	tensor([0.])
15354	tensor([0.0000, 0.0232, 0.0003])	tensor([0.])	tensor([0.])
15355	tensor([0.0238, 0.2070, 0.2275])	tensor([1.])	tensor([1.])
15356	tensor([0.0303, 0.4421, 0.1394])	tensor([1.])	tensor([1.])
15357	tensor([0.0201, 0.6894, 0.0333])	tensor([1.])	tensor([1.])
15358	tensor([0.0338, 0.0923, 0.2147])	tensor([1.])	tensor([1.])
15359	tensor([1.1062e-03, 2.8164e-01, 2.3733e-04])	tensor([1.])	tensor([1.])
15360	tensor([0.0188, 0.6072, 0.0355])	tensor([1.])	tensor([1.])
15361	tensor([0.0291, 0.1340, 0.1394])	tensor([1.])	tensor([1.])
15362	tensor([0.0000, 0.0609, 0.0050])	tensor([0.])	tensor([0.])
15363	tensor([0.0000, 0.0898, 0.0333])	tensor([0.])	tensor([0.])
15364	tensor([0.0000, 0.0182, 0.0187])	tensor([0.])	tensor([0.])
15365	tensor([0.0000e+00, 8.1997e-02, 4.4249e-05])	tensor([0.])	tensor([0.])
15366	tensor([0.0413, 0.6442, 0.0577])	tensor([1.])	tensor([1.])
15367	tensor([0.0000, 0.0237, 0.0196])	tensor([0.])	tensor([0.])
15368	tensor([8.5470e-03, 6.2554e-01, 1.6090e-04])	tensor([1.])	tensor([1.])
15369	tensor([0.0000, 0.0046, 0.0196])	tensor([0.])	tensor([0.])
15370	tensor([0.0228, 0.4039, 0.2275])	tensor([1.])	tensor([1.])
15371	tensor([0.0241, 0.5805, 0.0592])	tensor([1.])	tensor([1.])
15372	tensor([0.1667, 0.8298, 0.0014])	tensor([0.])	tensor([0.])
15373	tensor([0.0108, 0.4808, 0.2147])	tensor([1.])	tensor([1.])
15374	tensor([0.0428, 0.6680, 0.2147])	tensor([1.])	tensor([1.])
15375	tensor([0.0000, 0.0000, 0.0039])	tensor([0.])	tensor([0.])
15376	tensor([0.0000, 0.0687, 0.0577])	tensor([0.])	tensor([0.])
15377	tensor([0.0000, 0.0225, 0.0355])	tensor([0.])	tensor([0.])
15378	tensor([0.0143, 0.2169, 0.2147])	tensor([1.])	tensor([1.])
15379	tensor([0.0064, 0.2834, 0.0355])	tensor([1.])	tensor([1.])
15380	tensor([0.0000, 0.0000, 0.0592])	tensor([0.])	tensor([0.])
15381	tensor([0.0000, 0.1436, 0.0577])	tensor([1.])	tensor([0.])
15382	tensor([0.0187, 0.4050, 0.0016])	tensor([1.])	tensor([1.])
15383	tensor([0.0000, 0.0012, 0.0040])	tensor([0.])	tensor([0.])
15384	tensor([0.0130, 0.1680, 0.0592])	tensor([1.])	tensor([1.])
15385	tensor([0.0040, 0.1292, 0.2147])	tensor([1.])	tensor([1.])
15386	tensor([0.0435, 0.3954, 0.2275])	tensor([1.])	tensor([1.])
15387	tensor([0.0233, 0.2960, 0.0032])	tensor([1.])	tensor([1.])
15388	tensor([0.0000, 0.0004, 0.2147])	tensor([0.])	tensor([0.])
15389	tensor([0.0000e+00, 7.8027e-05, 1.9590e-02])	tensor([0.])	tensor([0.])
15390	tensor([0.0000, 0.0005, 0.0577])	tensor([0.])	tensor([0.])
15391	tensor([0.0000, 0.0042, 0.2275])	tensor([0.])	tensor([0.])
15392	tensor([0.0294, 0.8039, 0.0016])	tensor([1.])	tensor([1.])
15393	tensor([0.0487, 0.7007, 0.2147])	tensor([1.])	tensor([1.])
15394	tensor([0.0017, 0.2756, 0.0577])	tensor([1.])	tensor([1.])
15395	tensor([0.0054, 0.1263, 0.2147])	tensor([1.])	tensor([1.])
15396	tensor([0.0684, 0.5952, 0.2275])	tensor([1.])	tensor([1.])
15397	tensor([0.0000, 0.0360, 0.2147])	tensor([0.])	tensor([0.])
15398	tensor([0.0056, 0.2922, 0.2275])	tensor([1.])	tensor([1.])
15399	tensor([0.0400, 0.3334, 0.0023])	tensor([1.])	tensor([1.])
15400	tensor([0.0000, 0.0084, 0.0196])	tensor([0.])	tensor([0.])
15401	tensor([0.0312, 0.7756, 0.2275])	tensor([1.])	tensor([1.])
15402	tensor([0.0000, 0.0278, 0.0057])	tensor([0.])	tensor([0.])
15403	tensor([0.0000, 0.0139, 0.0592])	tensor([0.])	tensor([0.])
15404	tensor([0.0133, 0.2815, 0.2147])	tensor([1.])	tensor([1.])
15405	tensor([0.0000, 0.0017, 0.0016])	tensor([0.])	tensor([0.])
15406	tensor([0.0000, 0.0156, 0.0577])	tensor([0.])	tensor([0.])
15407	tensor([0.0303, 0.7572, 0.2275])	tensor([1.])	tensor([1.])
15408	tensor([0.0545, 0.7260, 0.0355])	tensor([0.])	tensor([1.])
15409	tensor([0.0000, 0.0616, 0.0038])	tensor([0.])	tensor([0.])
15410	tensor([0.0000, 0.0028, 0.0110])	tensor([0.])	tensor([0.])
15411	tensor([0.0000, 0.0265, 0.0041])	tensor([0.])	tensor([0.])
15412	tensor([0.0541, 0.1733, 0.0333])	tensor([1.])	tensor([1.])
15413	tensor([0.0000, 0.0547, 0.0021])	tensor([0.])	tensor([0.])
15414	tensor([0.0000, 0.1326, 0.0592])	tensor([1.])	tensor([0.])
15415	tensor([0.0000, 0.0470, 0.0196])	tensor([0.])	tensor([0.])
15416	tensor([0.0265, 0.6504, 0.2147])	tensor([1.])	tensor([1.])
15417	tensor([0.0349, 0.6878, 0.0196])	tensor([1.])	tensor([1.])
15418	tensor([0.0000, 0.0016, 0.1394])	tensor([0.])	tensor([0.])
15419	tensor([0.0400, 0.7461, 0.0355])	tensor([0.])	tensor([1.])
15420	tensor([0.0667, 0.8912, 0.1394])	tensor([0.])	tensor([1.])
15421	tensor([0.0000, 0.0799, 0.0187])	tensor([0.])	tensor([0.])
15422	tensor([0.0105, 0.5914, 0.2275])	tensor([1.])	tensor([1.])
15423	tensor([0.0000, 0.1754, 0.0038])	tensor([1.])	tensor([0.])
15424	tensor([0.0000, 0.1051, 0.0333])	tensor([0.])	tensor([0.])
15425	tensor([0.0000, 0.0476, 0.0187])	tensor([0.])	tensor([0.])
15426	tensor([0.0000, 0.0000, 0.0333])	tensor([0.])	tensor([0.])
15427	tensor([0.0513, 0.8145, 0.0187])	tensor([1.])	tensor([1.])
15428	tensor([0.0000, 0.0258, 0.0019])	tensor([1.])	tensor([0.])
15429	tensor([0.0000, 0.0502, 0.0577])	tensor([0.])	tensor([0.])
15430	tensor([0.0345, 0.5466, 0.2275])	tensor([1.])	tensor([1.])
15431	tensor([0.0159, 0.2627, 0.2275])	tensor([1.])	tensor([1.])
15432	tensor([0.0000, 0.0072, 0.2147])	tensor([0.])	tensor([0.])
15433	tensor([0.0000, 0.0269, 0.0042])	tensor([0.])	tensor([0.])
15434	tensor([0.0000, 0.2267, 0.0592])	tensor([1.])	tensor([1.])
15435	tensor([0.0000, 0.2253, 0.2275])	tensor([1.])	tensor([1.])
15436	tensor([0.0000, 0.0252, 0.0196])	tensor([0.])	tensor([0.])
15437	tensor([0.0000, 0.0232, 0.0355])	tensor([0.])	tensor([0.])
15438	tensor([0.0825, 0.7112, 0.2275])	tensor([1.])	tensor([1.])
15439	tensor([0.0000, 0.0006, 0.0196])	tensor([0.])	tensor([0.])
15440	tensor([0.0029, 0.2582, 0.0355])	tensor([1.])	tensor([1.])
15441	tensor([0.0175, 0.1546, 0.0592])	tensor([1.])	tensor([1.])
15442	tensor([0.0000e+00, 1.5725e-02, 8.0452e-06])	tensor([0.])	tensor([0.])
15443	tensor([0.0095, 0.4454, 0.0014])	tensor([1.])	tensor([1.])
15444	tensor([0.0000, 0.0078, 0.0015])	tensor([0.])	tensor([0.])
15445	tensor([0.0000, 0.0422, 0.0355])	tensor([0.])	tensor([0.])
15446	tensor([0.0000, 0.0000, 0.0021])	tensor([0.])	tensor([0.])
15447	tensor([0.0250, 0.1481, 0.2147])	tensor([1.])	tensor([1.])
15448	tensor([0.0000, 0.0123, 0.0033])	tensor([0.])	tensor([0.])
15449	tensor([0.0000, 0.0357, 0.0002])	tensor([0.])	tensor([0.])
15450	tensor([0.0000, 0.0083, 0.0187])	tensor([0.])	tensor([0.])
15451	tensor([0.1268, 0.7433, 0.2275])	tensor([1.])	tensor([1.])
15452	tensor([0.0273, 0.6015, 0.2275])	tensor([1.])	tensor([1.])
15453	tensor([0.0000, 0.1971, 0.0577])	tensor([0.])	tensor([0.])
15454	tensor([1.0000, 0.9998, 0.1394])	tensor([0.])	tensor([-0.])
15455	tensor([0.0000, 0.0089, 0.0355])	tensor([0.])	tensor([0.])
15456	tensor([0.1429, 0.4057, 0.0009])	tensor([0.])	tensor([1.])
15457	tensor([0.0198, 0.5533, 0.0355])	tensor([1.])	tensor([1.])
15458	tensor([0.0625, 0.9190, 0.1394])	tensor([1.])	tensor([1.])
15459	tensor([0.0073, 0.2510, 0.2147])	tensor([1.])	tensor([1.])
15460	tensor([0.0000e+00, 0.0000e+00, 4.0226e-06])	tensor([0.])	tensor([0.])
15461	tensor([0.0067, 0.1015, 0.0032])	tensor([1.])	tensor([1.])
15462	tensor([0.0000, 0.0374, 0.0032])	tensor([0.])	tensor([0.])
15463	tensor([0.0000, 0.0370, 0.0187])	tensor([0.])	tensor([0.])
15464	tensor([0.0000, 0.0331, 0.0023])	tensor([0.])	tensor([0.])
15465	tensor([0.0000, 0.0254, 0.0196])	tensor([1.])	tensor([0.])
15466	tensor([0.0000, 0.1218, 0.0196])	tensor([0.])	tensor([0.])
15467	tensor([0.0000, 0.0454, 0.2147])	tensor([1.])	tensor([0.])
15468	tensor([0.0233, 0.7199, 0.2275])	tensor([1.])	tensor([1.])
15469	tensor([0.0000, 0.0059, 0.0355])	tensor([0.])	tensor([0.])
15470	tensor([0.0000, 0.0228, 0.0577])	tensor([0.])	tensor([0.])
15471	tensor([0.0287, 0.3421, 0.2147])	tensor([1.])	tensor([1.])
15472	tensor([0.0323, 0.7990, 0.2275])	tensor([0.])	tensor([1.])
15473	tensor([0.0000, 0.0121, 0.1394])	tensor([0.])	tensor([0.])
15474	tensor([0.0615, 0.4284, 0.2275])	tensor([1.])	tensor([1.])
15475	tensor([0.0000, 0.0021, 0.0333])	tensor([0.])	tensor([0.])
15476	tensor([0.0327, 0.6349, 0.0355])	tensor([1.])	tensor([1.])
15477	tensor([0.0000, 0.0052, 0.2147])	tensor([0.])	tensor([0.])
15478	tensor([0.0769, 0.7589, 0.0355])	tensor([1.])	tensor([1.])
15479	tensor([0.0000, 0.0240, 0.0333])	tensor([0.])	tensor([0.])
15480	tensor([0.0000, 0.0317, 0.2147])	tensor([1.])	tensor([0.])
15481	tensor([0.0000, 0.0175, 0.0187])	tensor([0.])	tensor([0.])
15482	tensor([0.0000, 0.0798, 0.0000])	tensor([0.])	tensor([0.])
15483	tensor([0.0000, 0.0112, 0.0006])	tensor([0.])	tensor([0.])
15484	tensor([0.0000, 0.0009, 0.0333])	tensor([0.])	tensor([0.])
15485	tensor([0.0000, 0.1128, 0.0592])	tensor([1.])	tensor([0.])
15486	tensor([0.0000, 0.0003, 0.0577])	tensor([0.])	tensor([0.])
15487	tensor([0.0403, 0.7434, 0.1394])	tensor([1.])	tensor([1.])
15488	tensor([0.0000e+00, 0.0000e+00, 7.6430e-05])	tensor([0.])	tensor([0.])
15489	tensor([0.0050, 0.4224, 0.1394])	tensor([1.])	tensor([1.])
15490	tensor([0.0215, 0.3183, 0.2275])	tensor([1.])	tensor([1.])
15491	tensor([0.0061, 0.4050, 0.0065])	tensor([1.])	tensor([1.])
15492	tensor([0.0174, 0.1117, 0.2147])	tensor([1.])	tensor([1.])
15493	tensor([0.0448, 0.4152, 0.2147])	tensor([1.])	tensor([1.])
15494	tensor([0.0000e+00, 7.0671e-03, 4.0226e-06])	tensor([0.])	tensor([0.])
15495	tensor([0.0000, 0.0372, 0.1394])	tensor([0.])	tensor([0.])
15496	tensor([0.0000, 0.0696, 0.2147])	tensor([1.])	tensor([0.])
15497	tensor([0.0000, 0.0588, 0.0007])	tensor([0.])	tensor([0.])
15498	tensor([0.0016, 0.3139, 0.2275])	tensor([1.])	tensor([1.])
15499	tensor([0.0208, 0.1161, 0.0057])	tensor([1.])	tensor([1.])
15500	tensor([0.0174, 0.3035, 0.0005])	tensor([1.])	tensor([1.])
15501	tensor([0.0750, 0.1649, 0.2147])	tensor([1.])	tensor([1.])
15502	tensor([0.3333, 0.9910, 0.0196])	tensor([1.])	tensor([0.])
15503	tensor([0.0345, 0.3407, 0.0187])	tensor([1.])	tensor([1.])
15504	tensor([2.5000e-01, 9.1678e-01, 4.0226e-06])	tensor([0.])	tensor([0.])
15505	tensor([0.0056, 0.3723, 0.0025])	tensor([1.])	tensor([1.])
15506	tensor([0.0182, 0.7574, 0.0577])	tensor([1.])	tensor([1.])
15507	tensor([0.0175, 0.3466, 0.2275])	tensor([1.])	tensor([1.])
15508	tensor([0.0000, 0.1630, 0.2275])	tensor([0.])	tensor([1.])
15509	tensor([0.0328, 0.3696, 0.2147])	tensor([1.])	tensor([1.])
15510	tensor([0.0219, 0.4558, 0.0187])	tensor([1.])	tensor([1.])
15511	tensor([0.0000, 0.0459, 0.0110])	tensor([0.])	tensor([0.])
15512	tensor([0.1034, 0.9053, 0.1394])	tensor([1.])	tensor([0.])
15513	tensor([0.0455, 0.9477, 0.0355])	tensor([1.])	tensor([0.])
15514	tensor([0.0185, 0.6254, 0.0065])	tensor([1.])	tensor([1.])
15515	tensor([0.0000, 0.0756, 0.0355])	tensor([0.])	tensor([0.])
15516	tensor([0.0417, 0.1030, 0.0333])	tensor([1.])	tensor([1.])
15517	tensor([0.0000, 0.0423, 0.0032])	tensor([0.])	tensor([0.])
15518	tensor([0.0000e+00, 0.0000e+00, 4.0226e-06])	tensor([0.])	tensor([0.])
15519	tensor([0.0171, 0.1138, 0.0577])	tensor([1.])	tensor([1.])
15520	tensor([0.0000, 0.0173, 0.0039])	tensor([0.])	tensor([0.])
15521	tensor([0.0283, 0.6408, 0.0196])	tensor([1.])	tensor([1.])
15522	tensor([0.0284, 0.3573, 0.2275])	tensor([1.])	tensor([1.])
15523	tensor([0.0000, 0.0000, 0.0592])	tensor([0.])	tensor([0.])
15524	tensor([0.0201, 0.2044, 0.2147])	tensor([1.])	tensor([1.])
15525	tensor([0.0000, 0.0059, 0.2147])	tensor([0.])	tensor([0.])
15526	tensor([0.0000, 0.0034, 0.0333])	tensor([0.])	tensor([0.])
15527	tensor([3.7736e-02, 2.0201e-01, 8.0452e-06])	tensor([1.])	tensor([1.])
15528	tensor([0.0000, 0.0324, 0.1394])	tensor([0.])	tensor([0.])
15529	tensor([0.0000, 0.0314, 0.0016])	tensor([1.])	tensor([0.])
15530	tensor([0.0719, 0.6801, 0.0333])	tensor([1.])	tensor([1.])
15531	tensor([0.0000, 0.0353, 0.1394])	tensor([0.])	tensor([0.])
15532	tensor([0.0000, 0.0455, 0.0013])	tensor([0.])	tensor([0.])
15533	tensor([0.0286, 0.7516, 0.1394])	tensor([1.])	tensor([1.])
15534	tensor([0.0435, 0.5378, 0.2275])	tensor([1.])	tensor([1.])
15535	tensor([0.0000, 0.0066, 0.0110])	tensor([0.])	tensor([0.])
15536	tensor([0.0000, 0.2778, 0.2275])	tensor([1.])	tensor([1.])
15537	tensor([0.0730, 0.4763, 0.2275])	tensor([1.])	tensor([1.])
15538	tensor([0.0000, 0.0189, 0.2147])	tensor([0.])	tensor([0.])
15539	tensor([0.0000, 0.0367, 0.0042])	tensor([0.])	tensor([0.])
15540	tensor([0.0595, 0.4284, 0.0355])	tensor([1.])	tensor([1.])
15541	tensor([0.0000, 0.0547, 0.2147])	tensor([0.])	tensor([0.])
15542	tensor([0.0000, 0.0401, 0.0577])	tensor([0.])	tensor([0.])
15543	tensor([0.0033, 0.0156, 0.0027])	tensor([1.])	tensor([1.])
15544	tensor([0.0000, 0.0048, 0.0042])	tensor([0.])	tensor([0.])
15545	tensor([0.0000, 0.0022, 0.2147])	tensor([0.])	tensor([0.])
15546	tensor([0.0282, 0.3646, 0.1394])	tensor([1.])	tensor([1.])
15547	tensor([0.0031, 0.2861, 0.0592])	tensor([1.])	tensor([1.])
15548	tensor([0.0370, 0.8724, 0.1394])	tensor([1.])	tensor([1.])
15549	tensor([0.0000, 0.1599, 0.0196])	tensor([1.])	tensor([0.])
15550	tensor([0.0566, 0.4092, 0.2147])	tensor([1.])	tensor([1.])
15551	tensor([0.0000, 0.1075, 0.0333])	tensor([0.])	tensor([0.])
15552	tensor([0.0000, 0.0017, 0.0592])	tensor([0.])	tensor([0.])
15553	tensor([0.0000, 0.0278, 0.0187])	tensor([0.])	tensor([0.])
15554	tensor([0.0000, 0.0083, 0.0577])	tensor([0.])	tensor([0.])
15555	tensor([0.0000, 0.0265, 0.0033])	tensor([0.])	tensor([0.])
15556	tensor([0.0020, 0.4457, 0.0592])	tensor([1.])	tensor([1.])
15557	tensor([0.0227, 0.2650, 0.2147])	tensor([1.])	tensor([1.])
15558	tensor([0.0000, 0.0027, 0.2147])	tensor([0.])	tensor([0.])
15559	tensor([0.0484, 0.4853, 0.2275])	tensor([1.])	tensor([1.])
15560	tensor([0.0769, 0.9260, 0.0355])	tensor([0.])	tensor([0.])
15561	tensor([0.0305, 0.5861, 0.0355])	tensor([1.])	tensor([1.])
15562	tensor([0.0189, 0.7086, 0.2275])	tensor([0.])	tensor([1.])
15563	tensor([0.0727, 0.7340, 0.0355])	tensor([1.])	tensor([1.])
15564	tensor([0.0000, 0.0004, 0.0592])	tensor([0.])	tensor([0.])
15565	tensor([0.0323, 0.8063, 0.1394])	tensor([1.])	tensor([1.])
15566	tensor([0.0000, 0.0741, 0.0187])	tensor([0.])	tensor([0.])
15567	tensor([0.0000, 0.0303, 0.0079])	tensor([1.])	tensor([0.])
15568	tensor([0.0000, 0.0399, 0.0577])	tensor([0.])	tensor([0.])
15569	tensor([0.0000, 0.0080, 0.0110])	tensor([0.])	tensor([0.])
15570	tensor([0.0000, 0.0500, 0.0211])	tensor([1.])	tensor([0.])
15571	tensor([0.0000, 0.0223, 0.0110])	tensor([0.])	tensor([0.])
15572	tensor([0.0893, 0.7284, 0.0577])	tensor([1.])	tensor([1.])
15573	tensor([0.0113, 0.4074, 0.2275])	tensor([1.])	tensor([1.])
15574	tensor([0.0000, 0.0394, 0.0043])	tensor([1.])	tensor([0.])
15575	tensor([0.0000, 0.1761, 0.0043])	tensor([0.])	tensor([0.])
15576	tensor([0.0000, 0.0253, 0.0039])	tensor([0.])	tensor([0.])
15577	tensor([0.0000, 0.0380, 0.0003])	tensor([0.])	tensor([0.])
15578	tensor([0.0215, 0.2564, 0.2147])	tensor([1.])	tensor([1.])
15579	tensor([0.0000, 0.1565, 0.0014])	tensor([0.])	tensor([0.])
15580	tensor([0.0875, 0.6986, 0.2275])	tensor([1.])	tensor([1.])
15581	tensor([0.0513, 0.3846, 0.2275])	tensor([0.])	tensor([1.])
15582	tensor([0.0110, 0.1969, 0.0333])	tensor([1.])	tensor([1.])
15583	tensor([0.0079, 0.3059, 0.0592])	tensor([1.])	tensor([1.])
15584	tensor([0.0000, 0.0225, 0.0187])	tensor([0.])	tensor([0.])
15585	tensor([0.0383, 0.7024, 0.2275])	tensor([1.])	tensor([1.])
15586	tensor([0.0143, 0.1629, 0.2147])	tensor([1.])	tensor([1.])
15587	tensor([0.0000, 0.0019, 0.0592])	tensor([0.])	tensor([0.])
15588	tensor([0.0000, 0.0003, 0.0079])	tensor([0.])	tensor([0.])
15589	tensor([0.0000, 0.0008, 0.1394])	tensor([0.])	tensor([0.])
15590	tensor([0.0402, 0.7536, 0.0577])	tensor([1.])	tensor([1.])
15591	tensor([0.0035, 0.4270, 0.2275])	tensor([1.])	tensor([1.])
15592	tensor([0.0290, 0.7765, 0.1394])	tensor([1.])	tensor([1.])
15593	tensor([0.0847, 0.8381, 0.2275])	tensor([1.])	tensor([1.])
15594	tensor([0.0000, 0.0005, 0.0000])	tensor([0.])	tensor([0.])
15595	tensor([0.0000e+00, 1.1852e-01, 7.6430e-05])	tensor([0.])	tensor([0.])
15596	tensor([0.0000, 0.0011, 0.0187])	tensor([0.])	tensor([0.])
15597	tensor([0.0336, 0.5359, 0.2275])	tensor([1.])	tensor([1.])
15598	tensor([0.0328, 0.4012, 0.2275])	tensor([1.])	tensor([1.])
15599	tensor([0.0000, 0.0193, 0.2147])	tensor([0.])	tensor([0.])
15600	tensor([0.0000, 0.0360, 0.0355])	tensor([0.])	tensor([0.])
15601	tensor([0.0000, 0.1793, 0.0011])	tensor([0.])	tensor([0.])
15602	tensor([0.0500, 0.8332, 0.1394])	tensor([1.])	tensor([1.])
15603	tensor([0.0000, 0.0186, 0.0187])	tensor([0.])	tensor([0.])
15604	tensor([0.0000, 0.0006, 0.0019])	tensor([0.])	tensor([0.])
15605	tensor([0.0000, 0.0024, 0.0110])	tensor([0.])	tensor([0.])
15606	tensor([0.2000, 0.9661, 0.1394])	tensor([0.])	tensor([0.])
15607	tensor([0.0163, 0.1721, 0.0110])	tensor([1.])	tensor([1.])
15608	tensor([0.0000, 0.0509, 0.0110])	tensor([0.])	tensor([0.])
15609	tensor([0.0083, 0.1524, 0.0592])	tensor([1.])	tensor([1.])
15610	tensor([0.0000, 0.0473, 0.0003])	tensor([0.])	tensor([0.])
15611	tensor([0.0000, 0.0003, 0.2147])	tensor([0.])	tensor([0.])
15612	tensor([0.0327, 0.5870, 0.0021])	tensor([1.])	tensor([1.])
15613	tensor([0.0606, 0.4820, 0.2275])	tensor([1.])	tensor([1.])
15614	tensor([0.0082, 0.1382, 0.0333])	tensor([1.])	tensor([1.])
15615	tensor([0.0000, 0.0236, 0.2147])	tensor([0.])	tensor([0.])
15616	tensor([0.0132, 0.4512, 0.0333])	tensor([1.])	tensor([1.])
15617	tensor([0.1429, 0.8905, 0.0577])	tensor([0.])	tensor([0.])
15618	tensor([0.0000, 0.0547, 0.2275])	tensor([0.])	tensor([0.])
15619	tensor([0.0426, 0.1445, 0.0592])	tensor([1.])	tensor([1.])
15620	tensor([0.0254, 0.6532, 0.1394])	tensor([1.])	tensor([1.])
15621	tensor([0.0282, 0.1613, 0.2147])	tensor([1.])	tensor([1.])
15622	tensor([0.0116, 0.4243, 0.1394])	tensor([1.])	tensor([1.])
15623	tensor([0.0000, 0.0347, 0.0014])	tensor([0.])	tensor([0.])
